text|keyphrases
"<b>Handlingnumericalfeatures</b>
We would never want to create a feature cross with a continuous input. Remember, if
one input takes <i>m</i> possible values and another input takes <i>n</i> possible values, then the
feature cross of the two would result in m*n elements. A numeric input is dense, tak‐
ing a continuum of values. It would be impossible to enumerate all possible values in
a feature cross of continuous input data.
Instead, if our data is continuous, then we can bucketize the data to make it categori‐
cal before applying a feature cross. For example, latitude and longitude are continu‐
ous inputs, and it makes intuitive sense to create a feature cross using these inputs
since location is determined by an ordered pair of latitude and longitude. However,
instead of creating a feature cross using the raw latitude and longitude, we would bin
these continuous values and cross the binned_latitude and the binned_longitude :
<b>import</b> <b>tensorflow.feature_column</b> <b>as</b> <b>fc</b>
<i>#</i> <i>Create</i> <i>a</i> <i>bucket</i> <i>feature</i> <i>column</i> <i>for</i> <i>latitude.</i>
latitude_as_numeric = fc.numeric_column(""latitude"")
lat_bucketized = fc.bucketized_column(latitude_as_numeric,
lat_boundaries)
<i>#</i> <i>Create</i> <i>a</i> <i>bucket</i> <i>feature</i> <i>column</i> <i>for</i> <i>longitude.</i>
longitude_as_numeric = fc.numeric_column(""longitude"")
lon_bucketized = fc.bucketized_column(longitude_as_numeric,
lon_boundaries)
<i>#</i> <i>Create</i> <i>a</i> <i>feature</i> <i>cross</i> <i>of</i> <i>latitude</i> <i>and</i> <i>longitude</i>
lat_x_lon = fc.crossed_column([lat_bucketized, lon_bucketized],
hash_bucket_size=nbuckets**4)
crossed_feature = fc.indicator_column(lat_x_lon)
<b>Handlinghighcardinality</b>
Because the cardinality of resulting categories from a feature cross increases multipli‐
catively with respect to the cardinality of the input features, feature crosses lead to
day_of_week hour_of_day
sparsity in our model inputs. Even with the and feature
cross, a feature cross would be a sparse vector of dimension 168 (see Figure 2-17).
It can be useful to pass a feature cross through an Embedding layer (see the “Design
Pattern 2: Embeddings” on page 39 in this chapter) to create a lower-dimensional
representation, as shown in Figure 2-18."|Feature Cross design pattern
"term for preprocessing is <i>feature</i> <i>engineering.</i> We’ll use these two terms interchangea‐
bly throughout the book.
There are various terms used to describe data as it goes through the feature engineer‐
ing process. <i>Input</i> describes a single column in your dataset before it has been pro‐
cessed, and <i>feature</i> describes a single column <i>after</i> it has been processed. For
example, a timestamp could be your input, and the feature would be day of the week.
To convert the data from timestamp to day of the week, you’ll need to do some data
preprocessing. This preprocessing step can also be referred to as <i>data</i> <i>transformation.</i>
An <i>instance</i> is an item you’d like to send to your model for prediction. An instance
could be a row in your test dataset (without the label column), an image you want to
classify, or a text document to send to a sentiment analysis model. Given a set of fea‐
tures about the instance, the model will calculate a predicted value. In order to do
that, the model is trained on <i>training</i> <i>examples,</i> which associate an instance with a
<i>label.</i> A <i>training</i> <i>example</i> refers to a single instance (row) of data from your dataset
that will be fed to your model. Building on the timestamp use case, a full training
example might include: “day of week,” “city,” and “type of car.” A <i>label</i> is the output
column in your dataset—the item your model is predicting. <i>Label</i> can refer both to
the target column in your dataset (also called a <i>ground</i> <i>truth</i> <i>label)</i> and the output
given by your model (also called a <i>prediction).</i> A sample label for the training exam‐
ple outlined above could be “trip duration”—in this case, a float value denoting
minutes.
Once you’ve assembled your dataset and determined the features for your model,
<i>data</i> <i>validation</i> is the process of computing statistics on your data, understanding
your schema, and evaluating the dataset to identify problems like drift and training-
serving skew. Evaluating various statistics on your data can help you ensure the data‐
set contains a balanced representation of each feature. In cases where it’s not possible
to collect more data, understanding data balance will help you design your model to
account for this. Understanding your schema involves defining the data type for each
feature and identifying training examples where certain values may be incorrect or
missing. Finally, data validation can identify inconsistencies that may affect the qual‐
ity of your training and test sets. For example, maybe the majority of your training
dataset contains <i>weekday</i> examples while your test set contains primarily <i>weekend</i>
examples.
<header><largefont><b>The</b></largefont> <largefont><b>Machine</b></largefont> <largefont><b>Learning</b></largefont> <largefont><b>Process</b></largefont></header>
The first step in a typical machine learning workflow is <i>training—the</i> process of pass‐
ing training data to a model so that it can learn to identify patterns. After training,
the next step in the process is testing how your model performs on data outside of
your training set. This is known as model <i>evaluation.</i> You might run training and
evaluation multiple times, performing additional feature engineering and tweaking"|batch prediction; data transformation; data validation; evaluation; feature; ground truth label; input; instance; label; numerical data; online prediction; prediction; serving; training examples
"<i>Figure</i> <i>2-10.</i> <i>By</i> <i>learning</i> <i>a</i> <i>low-dimensional,</i> <i>dense</i> <i>embedding</i> <i>vector</i> <i>for</i> <i>each</i> <i>customer</i>
<i>and</i> <i>video,</i> <i>an</i> <i>embedding-based</i> <i>model</i> <i>is</i> <i>able</i> <i>to</i> <i>generalize</i> <i>well</i> <i>with</i> <i>less</i> <i>of</i> <i>a</i> <i>manual</i>
<i>feature</i> <i>engineering</i> <i>burden.</i>
<header><largefont><b>Trade-Offs</b></largefont> <largefont><b>and</b></largefont> <largefont><b>Alternatives</b></largefont></header>
The main trade-off with using an embedding is the compromised representation of
the data. There is a loss of information involved in going from a high-cardinality rep‐
resentation to a lower-dimensional representation. In return, we gain information
about closeness and context of the items.
<b>Choosingtheembeddingdimension</b>
The exact dimensionality of the embedding space is something that we choose as a
practitioner. So, should we choose a large or small embedding dimension? Of course,
as with most things in machine learning, there is a trade-off. The lossiness of the rep‐
resentation is controlled by the size of the embedding layer. By choosing a very small
output dimension of an embedding layer, too much information is forced into a
small vector space and context can be lost. On the other hand, when the embedding
dimension is too large, the embedding loses the learned contextual importance of the
features. At the extreme, we’re back to the problem encountered with one-hot encod‐
ing. The optimal embedding dimension is often found through experimentation,
similar to choosing the number of neurons in a deep neural network layer.
If we’re in a hurry, one rule of thumb is to use the fourth root of the total number of
unique categorical elements while another is that the embedding dimension should
be approximately 1.6 times the square root of the number of unique elements in the
category, and no less than 600. For example, suppose we wanted to use an embedding
layer to encode a feature that has 625 unique values. Using the first rule of thumb, we
would choose an embedding dimension for plurality of 5, and using the second rule"|Embedding design pattern; one-hot encoding
"it is offline. When it regains connectivity, we could then send these clips to the cloud-
hosted model for prediction.
<header><largefont><b>Trade-Offs</b></largefont> <largefont><b>and</b></largefont> <largefont><b>Alternatives</b></largefont></header>
While the Two-Phase Predictions pattern works for many cases, there are situations
where your end users may have very little internet connectivity and you therefore
cannot rely on being able to call a cloud-hosted model. In this section, we’ll discuss
two offline-only alternatives, a scenario where a client needs to make many predic‐
tion requests at a time, and suggestions on how to run continuous evaluation for off‐
line models.
<b>Standalonesingle-phasemodel</b>
Sometimes, the end users of your model may have little to no internet connectivity.
Even though these users’ devices won’t be able to reliably access a cloud model, it’s
still important to give them a way to access your application. For this case, rather
than relying on a two-phase prediction flow, you can make your first model robust
enough that it can be self-sufficient.
To do this, we can create a smaller version of our complex model, and give users the
option to download this simpler, smaller model for use when they are offline. These
offline models may not be quite as accurate as their larger online counterparts, but
this solution is infinitely better than having no offline support at all. To build more
complex models designed for offline inference, it’s best to use a tool that allows you
to quantize your model’s weights and other math operations both during and after
training. This is known as <i>quantization</i> <i>aware</i> <i>training.</i>
One example of an application that provides a simpler offline model is Google Trans‐
late. Google Translate is a robust, online translation service available in hundreds of
languages. However, there are many scenarios where you’d need to use a translation
service without internet access. To handle this, Google translate lets you download
offline translations in over 50 different languages. These offline models are small,
around 40 to 50 megabytes, and come close in accuracy to the more complex online
versions. Figure 5-12 shows a quality comparison of on-device and online translation
models."|Google Translate; quantization aware training; Two-Phase Predictions design pattern
"pipeline itself, like adding a new component. We can do both with the TFX CLI. We
can define the scaffolding for our pipeline in a single Python script, which has two
key parts:
• An instance of tfx.orchestration.pipeline where we define our pipeline and the
components it includes.
• An instance of kubeflow_dag_runner from the tfx library. We’ll use this to create
and run our pipeline. In addition to the Kubeflow runner, there’s also an API for
running TFX pipelines with Apache Beam, which we could use to run our pipe‐
line locally.
Our pipeline (see full code in GitHub) will have the five steps or components defined
above, and we can define our pipeline with the following:
pipeline.Pipeline(
pipeline_name='huricane_prediction',
pipeline_root='path/to/pipeline/code',
components=[
bigquery_gen, statistics_gen, schema_gen, train, model_pusher
]
)
BigQueryExampleGen
To use the component provided by TFX, we provide the query
that will fetch our data. We can define this component in one line of code, where
query is our BigQuery SQL query as a string:
bigquery_gen = BigQueryExampleGen(query=query)
Another benefit of using pipelines is that it provides tooling to keep track of the
input, output artifacts, and logs for each component. The output of the statis
tics_gen
component, for example, is a summary of our dataset, which we can see in
Figure 6-7. statistics_gen is a pre-built component available in TFX that uses TF
Data Validation to generate summary statistics on our dataset.
<i>Figure</i> <i>6-7.</i> <i>The</i> <i>output</i> <i>artifact</i> <i>from</i> <i>the</i> <i>statistics_gen</i> <i>component</i> <i>in</i> <i>a</i> <i>TFX</i> <i>pipeline.</i>"|BigQueryExampleGen component; TFX; Workflow Pipeline design pattern
"<i>Figure</i> <i>6-10.</i> <i>The</i> <i>relationship</i> <i>between</i> <i>TFX,</i> <i>Kubeflow</i> <i>Pipelines,</i> <i>Kubeflow,</i> <i>and</i> <i>under‐</i>
<i>lying</i> <i>infrastructure.</i> <i>TFX</i> <i>operates</i> <i>at</i> <i>the</i> <i>highest</i> <i>level</i> <i>on</i> <i>top</i> <i>of</i> <i>Kubeflow</i> <i>Pipelines,</i>
<i>with</i> <i>pre-built</i> <i>components</i> <i>offering</i> <i>specific</i> <i>approaches</i> <i>to</i> <i>common</i> <i>workflow</i> <i>steps.</i>
<i>Kubeflow</i> <i>Pipelines</i> <i>provides</i> <i>an</i> <i>API</i> <i>for</i> <i>defining</i> <i>and</i> <i>orchestrating</i> <i>an</i> <i>ML</i> <i>pipeline,</i> <i>pro‐</i>
<i>viding</i> <i>more</i> <i>flexibility</i> <i>in</i> <i>how</i> <i>each</i> <i>step</i> <i>is</i> <i>implemented.</i> <i>Both</i> <i>TFX</i> <i>and</i> <i>KFP</i> <i>run</i> <i>on</i>
<i>Kubeflow,</i> <i>a</i> <i>platform</i> <i>for</i> <i>running</i> <i>container-based</i> <i>ML</i> <i>workloads</i> <i>on</i> <i>Kubernetes.</i> <i>All</i> <i>of</i>
<i>the</i> <i>tools</i> <i>in</i> <i>this</i> <i>diagram</i> <i>are</i> <i>open</i> <i>source,</i> <i>so</i> <i>the</i> <i>underlying</i> <i>infrastructure</i> <i>where</i> <i>pipe‐</i>
<i>lines</i> <i>run</i> <i>is</i> <i>up</i> <i>to</i> <i>the</i> <i>user—some</i> <i>options</i> <i>include</i> <i>GKE,</i> <i>Anthos,</i> <i>Azure,</i> <i>AWS,</i> <i>or</i>
<i>on-premises.</i>
<b>Developmentversusproductionpipelines</b>
The way a pipeline is invoked often changes as we move from development to pro‐
duction. We’ll likely want to build and prototype our pipeline from a notebook,
where we can re-invoke our pipeline by running a notebook cell, debug errors, and
update code all from the same environment. Once we’re ready to productionize, we
can move our component code and pipeline definition to a single script. With our
pipeline defined in a script, we’ll be able to schedule runs and make it easier for oth‐
ers in our organization to invoke the pipeline in a reproducible way. One tool avail‐
able for productionizing pipelines is Kale, which takes Jupyter notebook code and
converts it into a script using the Kubeflow Pipelines API.
A production pipeline also allows for <i>orchestration</i> of an ML workflow. By orchestra‐
tion, we mean adding logic to our pipeline to determine which steps will be executed,
and what the outcome of those steps will be. For example, we might decide we only"|Kale; orchestration; Workflow Pipeline design pattern
"solid black or white image. In a text model, an uninformative baseline could be 0 val‐
ues for the model’s embedding matrices or stop words like “the,” “is,” or “and.” In a
model with numerical inputs, a common approach to choosing a baseline is to gener‐
ate a prediction using the median value for each feature in the model.
<header><largefont><b>Determining</b></largefont> <largefont><b>Baselines</b></largefont></header>
The way we think about a baseline will differ depending on whether our model is per‐
forming a regression or classification task. For a regression task, a model will have
<i>exactly</i> <i>one</i> numerical baseline prediction value. In our car mileage example, let’s
imagine we decide to use the median approach for calculating our baseline. The
median for the eight features in our dataset is the following array:
[151.0, 93.5, 2803.5, 15.5, 76.0, 1.0, 0.0, 0.0]
When we send this to our model, the predicted MPG is 22.9. Consequently, for every
prediction we make to this model, we’ll use 22.9 MPG as the baseline to compare
predictions.
Let’s now imagine that we follow the Reframing pattern to change this from a regres‐
sion to a classification problem. To do this, we’ll define “low,” “medium,” and “high”
buckets for fuel efficiency, and our model will therefore output a three-element soft‐
max array indicating the probability a given car corresponds with each class. Taking
the same median baseline input as above, our classification model now returns the
following as our baseline prediction:
[0.1, 0.7, 0.2]
With this, we now have a <i>different</i> baseline prediction value for each class. Let’s say
we generate a new prediction on an example from our test set, and our model outputs
the following array, predicting a 90% probability that this car has “low” fuel
efficiency:
[0.9, 0.06, 0.04]
The resulting feature attribution values should explain why the model predicted 0.9
compared to the baseline prediction value of 0.1 for the “low” class. We can also look
at feature attribution values for the other classes to understand, for example, why our
model predicted the same car had a 6% chance of belonging to our “medium” fuel
efficiency class.
Figure 7-2 shows instance-level feature attributions for a model that predicts the
duration of a bike trip. The uninformative baseline for this model is a trip duration of
13.6 minutes, which we get by generating a prediction using the median value for
each feature in our dataset. When a model’s prediction is <i>less</i> <i>than</i> the baseline pre‐
diction value, we should expect most attribution values to be negative, and vice versa.
In this example, we get a predicted duration of 10.71, which is less than the model’s"|baseline; Explainable Predictions design pattern; feature attributions; informative baseline; Reframing design pattern; uninformative baseline
"<i>Figure</i> <i>4-17.</i> <i>Comparison</i> <i>of</i> <i>throughput</i> <i>between</i> <i>different</i> <i>distribution</i> <i>setups.</i> <i>Here,</i>
<i>2W1PS</i> <i>indicates</i> <i>two</i> <i>workers</i> <i>and</i> <i>one</i> <i>parameter</i> <i>server.</i>
<i>Figure</i> <i>4-18.</i> <i>As</i> <i>the</i> <i>number</i> <i>of</i> <i>GPUs</i> <i>increases,</i> <i>the</i> <i>time</i> <i>to</i> <i>convergence</i> <i>during</i> <i>training</i>
<i>decreases.</i>"|Distribution Strategy design pattern
"<i>Figure</i> <i>7-11.</i> <i>A</i> <i>subset</i> <i>of</i> <i>the</i> <i>US</i> <i>mortgage</i> <i>dataset,</i> <i>binned</i> <i>by</i> <i>the</i> <i>agency_code</i> <i>column</i> <i>in</i>
<i>the</i> <i>dataset.</i>
We can repeat this analysis across other columns in our data and use our conclusions
to add examples and improve our data. There are many other options for creating
custom visualizations in the What-If Tool—see the full code on GitHub for more
ideas.
Another way to understand our data using the What-If Tool is through the Features
tab, shown in Figure 7-12. This shows how our data is balanced across each column
in our dataset. From this we can see where we need to add or remove data, or change
our prediction task. 9 For example, maybe we want to limit our model to making pre‐
dictions only on refinancing or home purchase loans since there may not be enough
loan_purpose
data available for other possible values in the column.
9 Tolearnmoreaboutchangingapredictiontask,see“DesignPattern5:Reframing”onpage80and“Design
Pattern9:NeutralClass”onpage117inChapter3."|Fairness Lens design pattern; What-If Tool
"Taking the Stack Overflow dataset example, there will likely be many questions tag‐
ged as both TensorFlow and Keras . But there will also be questions about Keras that
have nothing to do with TensorFlow. Similarly, we might see questions about plot‐
matplotlib pandas,
ting data that is tagged with both and and questions about data
preprocessing that are tagged both pandas and scikit-learn . In order for our model
to learn what is unique to each tag, we’ll want to ensure the training dataset consists
matplotlib
of varied combinations of each tag. If the majority of questions in our
dataset are also tagged pandas , the model won’t learn to classify matplotlib on its
own. To account for this, think about the different relationships between labels that
might be present in our model and count the number of training examples that
belong to each overlapping combination of labels.
When exploriing relationships between labels in our dataset, we may also encounter
hierarchical labels. ImageNet, the popular image classification dataset, contains thou‐
sands of labeled images and is often used as a starting point for transfer learning on
image models. All of the labels used in ImageNet are hierarchical, meaning all images
have at least one label, and many images have more specific labels that are part of a
hierarchy. Here’s an example of one label hierarchy in ImageNet:
animal → invertebrate → arthropod → arachnid → spider
Depending on the size and nature of the dataset, there are two common approaches
for handling hierarchical labels:
• Use a flat approach and put every label in the same output array regardless of
hierarchy, making sure you have enough examples of each “leaf node” label.
• Use the Cascade design pattern. Build one model to identify higher-level labels.
Based on the high-level classification, send the example to a separate model for a
more specific classification task. For example, we might have an initial model
that labels images as “Plant,” “Animal,” or “Person.” Depending on which labels
the first model applies, we’ll send the image to different model(s) to apply more
granular labels like “succulent” or “barbary lion.”
The flat approach is more straightforward than following the Cascade design pattern
since it only requires one model. However, this might cause the model to lose infor‐
mation about more detailed label classes since there will naturally be more training
examples with the higher-level labels in our dataset.
<b>Inputswithoverlappinglabels</b>
The Multilabel design pattern is also useful in cases where input data occasionally has
overlapping labels. Let’s take an image model that’s classifying clothing items for a
catalog as an example. If we have multiple people labeling each image in the training
dataset, one labeler may label an image of a skirt as “maxi skirt,” while another"|binary classification; Cascade design pattern; flat approach; ImageNet; labels; Multilabel design pattern
"learning continues to become more accessible, and one exciting development is the
availability of machine learning models that can be expressed in SQL. We’ll use <i>Big‐</i>
<i>Query</i> <i>ML</i> as an example of this, especially in situations where we want to combine
data preprocessing and model creation.
<i>Figure</i> <i>1-1.</i> <i>A</i> <i>breakdown</i> <i>of</i> <i>different</i> <i>types</i> <i>of</i> <i>machine</i> <i>learning,</i> <i>with</i> <i>a</i> <i>few</i> <i>examples</i> <i>of</i>
<i>each.</i> <i>Note</i> <i>that</i> <i>although</i> <i>it</i> <i>is</i> <i>not</i> <i>included</i> <i>in</i> <i>this</i> <i>diagram,</i> <i>neural</i> <i>networks</i> <i>like</i>
<i>autoencoders</i> <i>can</i> <i>also</i> <i>be</i> <i>used</i> <i>for</i> <i>unsupervised</i> <i>learning.</i>
Conversely, neural networks with only an input and output layer are another subset
of machine learning known as <i>linear</i> <i>models.</i> Linear models represent the patterns
they’ve learned from data using a linear function. <i>Decision</i> <i>trees</i> are machine learning
models that use your data to create a subset of paths with various branches. These
branches approximate the results of different outcomes from your data. Finally, <i>clus‐</i>
<i>tering</i> models look for similarities between different subsets of your data and use
these identified patterns to group data into clusters.
Machine learning problems (see Figure 1-1) can be broken into two types: supervised
and unsupervised learning. <i>Supervised</i> <i>learning</i> defines problems where you know the
ground truth label for your data in advance. For example, this could include labeling
an image as “cat” or labeling a baby as being 2.3 kg at birth. You feed this labeled data
to your model in hopes that it can learn enough to label new examples. With"|clustering; clustering models; decision trees; deep learning; dimensionality reduction; linear models; supervised learning; unsupervised learning
